artist,album,date,meta_score,user_score
Robbie Fulks,Jura,"November 27, 2015",80,83
Georgia,Georgia,"August 7, 2015",80,60
The Phoenix Foundation,Give Up Your Dreams,"August 7, 2015",80,65
Bettye LaVette,Worthy,"January 27, 2015",80,0
Dan Mangan,Club Meds,"January 13, 2015",80,71
Oddisee,The Good Fight,"May 5, 2015",80,78
mewithoutYou,Pale Horses,"June 16, 2015",80,84
William Basinski,Cascade,"April 28, 2015",80,0
Thunderbitch,Thunderbitch,"August 29, 2015",80,0
Eleventh Dream Day,Works for Tomorrow,"July 24, 2015",80,0
Shye Ben-Tzur,Junun,"November 13, 2015",79,76
Max Richter,Max Richter: Sleep [8 Hour Version],"September 4, 2015",79,81
Jessica Pratt,On Your Own Love Again,"January 27, 2015",79,78
Neon Indian,VEGA INTL. Night School,"October 16, 2015",79,86
The Necks,Vertigo,"October 30, 2015",79,0
Jenny Hval,"Apocalypse, Girl","June 9, 2015",79,83
Glen Hansard,Didn't He Ramble,"September 18, 2015",79,71
Faith No More,Sol Invictus,"May 19, 2015",79,81
Peacers,Peacers,"July 17, 2015",79,0
Leftfield,Alternative Light Source,"June 8, 2015",79,80
Rolo Tomassi,Grievances,"June 1, 2015",79,0
Wolf Eyes,I Am a Problem: Mind in Pieces,"October 30, 2015",79,0
Polar Bear,Same As You,"April 14, 2015",79,74
Girlpool,Before The World Was Big,"June 2, 2015",79,79
Petite Noir,La  Vie Est Belle,"September 11, 2015",79,70
Sexwitch,Sexwitch,"September 25, 2015",79,73
Torche,Restarter,"February 24, 2015",79,65
Jay Rock,90059,"September 11, 2015",79,76
LA Priest,Inji,"June 30, 2015",79,82
Car Seat Headrest,Teens of Style,"October 30, 2015",79,72
U.S. Girls,Half Free,"September 25, 2015",79,84
THEESatisfaction,EarthEE,"February 24, 2015",79,75
The Membranes,Dark Matter/Dark Energy,"July 10, 2015",79,0
Sun Kil Moon,Universal Themes,"June 2, 2015",79,76
Robert Forster,Songs to Play,"September 18, 2015",79,80
Richard Hawley,Hollow Meadows,"September 11, 2015",79,0
Autre Ne Veut,Age of Transparency,"October 2, 2015",79,87
Defeater,Abandoned,"August 28, 2015",79,88
Giant Sand,Heartbreak Pass,"May 4, 2015",79,0
Lanterns on the Lake,Beings,"November 13, 2015",79,77
Lizzo,Big GRRRL Small World,"December 11, 2015",79,86
Lubomyr Melnyk,Rivers and Streams,"November 27, 2015",79,0
The Decemberists,"What a Terrible World, What a Beautiful World","January 20, 2015",77,80
Dutch Uncles,O Shudder,"February 24, 2015",77,76
Chvrches,Every Open Eye,"September 25, 2015",77,80
Bully,Feels Like,"June 23, 2015",77,83
Beat Spacek,Modern Streets,"January 26, 2015",77,0
Idlewild,Everything Ever Written,"February 16, 2015",77,78
The Spectres,Dying,"February 24, 2015",77,73
Four Tet,Morning/Evening,"July 10, 2015",77,66
Jaakko Eino Kalevi,Jaakko Eino Kalevi,"June 16, 2015",77,0
Noveller,Fantastic Planet,"January 27, 2015",77,0
Dan Deacon,Gliss Riffer,"February 24, 2015",77,77
Deaf Wish,Pain,"August 7, 2015",77,0
Screaming Females,Rose Mountain,"February 24, 2015",77,76
Kode9,Nothing,"November 6, 2015",77,70
Foals,What Went Down,"August 28, 2015",77,84
Desaparecidos,Payola,"June 23, 2015",76,77
Ty Dolla $ign,Free TC,"November 13, 2015",76,75
Fufanu,Few More Days to Go,"November 27, 2015",76,0
Duke Garwood,Heavy Love,"February 10, 2015",76,0
Wand,1000 Days,"September 25, 2015",76,0
Telekinesis,Ad Infinitum,"September 18, 2015",76,0
Hooton Tennis Club,Highest Point in Cliff Town,"August 28, 2015",76,86
Blackberry Smoke,Holding All the Roses,"February 10, 2015",76,60
The Jon Spencer Blues Explosion,Freedom Tower: No Wave Dance Party 2015,"March 24, 2015",76,0
Ghostface Killah,Sour Soul,"February 24, 2015",76,78
A$AP Rocky,At.Long.Last.A$AP,"May 26, 2015",76,82
Beach House,Depression Cherry,"August 28, 2015",76,86
Blackalicious,"Imani, Vol. 1","September 18, 2015",76,82
Rumer,Into Colour,"February 10, 2015",76,0
New Order,Music Complete,"September 25, 2015",76,84
Grooms,Comb the Feelings Through Your Hair,"February 17, 2015",76,0
FIDLAR,Too,"September 4, 2015",76,85
Heems,Eat Pray Thug,"March 10, 2015",76,65
Belle and Sebastian,Girls in Peacetime Want to Dance,"January 20, 2015",76,80
Sonny & the Sunsets,Talent Night at the Ashram,"February 17, 2015",76,0
Ash,Kablammo!,"June 9, 2015",76,76
Sam Prekop,The Republic,"February 24, 2015",76,0
The Minus 5,Dungeon Golds,"March 10, 2015",76,0
Flying Saucer Attack,Instrumentals 2015,"July 17, 2015",76,0
Field Music,Music For Drifters,"July 24, 2015",76,0
The Telescopes,Hidden Fields,"August 21, 2015",76,0
Bill Fay,Who Is the Sender?,"April 28, 2015",76,0
Craig Finn,Faith in the Future,"September 11, 2015",76,0
Nai Harvest,Hairball,"April 28, 2015",76,0
Wavves & Cloud Nothings,No Life For Me,"June 29, 2015",76,86
Pokey LaFarge,Something in the Water,"April 7, 2015",76,0
The Arcs,"Yours, Dreamily","September 4, 2015",76,83
Built to Spill,Untethered Moon,"April 21, 2015",76,81
Buena Vista Social Club,Lost and Found,"March 24, 2015",76,0
The Staves,If I Was,"March 23, 2015",76,80
Frog Eyes,Pickpocket's Locket,"August 28, 2015",76,0
Patrick Watson,Love Songs for Robots,"May 12, 2015",76,90
Matrixxman,Homesick,"July 10, 2015",76,0
Villagers,Darling Arithmetic,"April 14, 2015",76,68
"Gary Clark, Jr.",The Story of Sonny Boy Slim,"September 11, 2015",76,73
Pole,Wald,"September 18, 2015",76,0
Fox Millions Duo,Lost Time,"July 24, 2015",76,0
Benjamin Clementine,At Least for Now,"January 12, 2015",75,88
Rodney Crowell,The Traveling Kind,"May 12, 2015",75,0
Cradle of Filth,Hammer of the Witches,"July 10, 2015",75,79
Martin Courtney,Many Moons,"October 30, 2015",75,71
Brandon Flowers,The Desired Effect,"May 19, 2015",75,86
Adele,25,"November 20, 2015",75,77
Girls Names,Arms Around a Vision,"October 2, 2015",75,0
Janet Jackson,Unbreakable,"October 2, 2015",75,84
Mercury Rev,The Light in You,"October 2, 2015",75,80
Actress,DJ-Kicks,"May 4, 2015",75,0
Keith Richards,Crosseyed Heart,"September 18, 2015",75,77
Butch Walker,Afraid Of Ghosts,"February 3, 2015",75,66
Seven Davis Jr.,Universes,"July 24, 2015",75,0
Sarah Cracknell,Red Kite,"June 15, 2015",75,0
Omar Souleyman,Bahdeni Nami,"July 24, 2015",75,0
Sherwood & Pinch,Late Night Endless,"February 10, 2015",75,0
The Tallest Man on Earth,Dark Bird Is Home,"May 12, 2015",75,76
Jeff Lynne's ELO,Alone in the Universe,"November 13, 2015",75,74
The Game,The Documentary 2,"October 9, 2015",75,76
Wand,Golem,"March 17, 2015",75,0
This Is the Kit,Bashed Out,"April 7, 2015",75,0
Mourn,Mourn,"February 17, 2015",75,75
The Go! Team,The Scene Between,"March 24, 2015",75,80
Logic,The Incredible True Story,"November 13, 2015",75,81
Jill Scott,Woman,"July 24, 2015",75,81
Dengue Fever,The Deepest Lake,"January 27, 2015",75,0
Marina and the Diamonds,Froot,"March 16, 2015",75,89
Nots,We Are Nots,"November 13, 2015",75,0
Helm,Olympic Mess,"June 23, 2015",75,0
RP Boo,"Fingers, Bank Pads and Shoe Prints","June 30, 2015",75,0
Wire,Wire,"April 21, 2015",75,80
Heather Woods Broderick,Glider,"July 10, 2015",75,0
Tom Jones,Long Lost Suitcase,"December 4, 2015",75,0
Pinkshinyultrablast,Everything Else Matters,"January 27, 2015",75,78
Moon Duo,Shadow of the Sun,"March 3, 2015",75,75
City and Colour,If I Should Go Before You,"October 9, 2015",75,83
SOAK,Before We Forgot How to Dream,"June 2, 2015",75,83
Murder by Death,Big Dark Love,"February 3, 2015",75,0
Stealing Sheep,Not Real,"April 21, 2015",75,78
Guy Garvey,Courting the Squall,"October 30, 2015",75,80
The King Khan & BBQ Show,Bad News Boys,"February 24, 2015",75,0
Joey Bada$$,B4.DA.$$,"January 20, 2015",75,81
Swervedriver,I Wasn't Born to Lose You,"March 3, 2015",75,83
Prinzhorn Dance School,Home Economics,"June 9, 2015",75,80
Mac DeMarco,Another One,"August 7, 2015",75,84
Squeeze,Cradle to the Grave,"October 2, 2015",75,87
The Sword,High Country,"August 21, 2015",75,66
Dick Diver,"Melbourne, Florida","March 10, 2015",75,83
EZTV,Calling Out,"July 10, 2015",75,0
Say Lou Lou,Lucid Dreaming,"April 21, 2015",75,85
David Gilmour,Rattle That Lock,"September 18, 2015",75,76
The Yawpers,American Man,"October 30, 2015",75,0
The Dead Weather,Dodge and Burn,"September 25, 2015",75,81
The Wave Pictures,Great Big Flamingo Burning Moon,"February 16, 2015",74,0
American Wrestlers,American Wrestlers,"April 7, 2015",74,0
TRAAMS,Modern Dancing,"November 13, 2015",74,0
Peter Broderick,Colours of the Night,"May 4, 2015",74,0
Boosie Badazz,Touch Down 2 Cause Hell,"May 26, 2015",74,68
The Dodos,Individ,"January 27, 2015",74,81
Meek Mill,Dreams Worth More Than Money,"June 29, 2015",74,72
Rustie,EVENIFUDONTBELIEVE,"November 6, 2015",74,77
The Pop Group,Citizen Zombie,"February 24, 2015",74,71
Steve Hauschildt,Where All Is Fled,"September 25, 2015",74,0
John Carpenter,Lost Themes,"February 3, 2015",74,78
Selena Gomez,Revival,"October 9, 2015",74,79
Rachel Grimes,The Clearing,"May 26, 2015",74,0
The Cribs,For All My Sisters,"March 24, 2015",74,73
Jose Gonzalez,Vestiges & Claws,"February 17, 2015",74,80
All Time Low,Future Hearts,"April 7, 2015",74,78
The Maccabees,Marks to Prove It,"July 31, 2015",74,83
Fist City,Everything Is a Mess,"June 23, 2015",74,0
Gallows,Desolation Sounds,"April 14, 2015",74,0
Sharon Jones & the Dap-Kings,It's a Holiday Soul Party,"October 30, 2015",74,0
Joanna Gruesome,Peanut Butter,"May 19, 2015",74,79
Shannon and the Clams,Gone by the Dawn,"September 11, 2015",74,0
Herbert,The Shakes,"June 1, 2015",74,0
The Weeknd,Beauty Behind the Madness,"August 28, 2015",74,83
Archy Marshall,A New Place 2 Drown,"December 11, 2015",74,79
Carrie Underwood,Storyteller,"October 23, 2015",74,63
Demi Lovato,Confident,"October 16, 2015",74,74
Houndmouth,Little Neon Limelight,"March 17, 2015",74,87
Kathryn Calder,Kathryn Calder,"April 14, 2015",74,0
J Dilla,Dillatronic,"October 30, 2015",74,0
Jacco Gardner,Hypnophobia,"May 5, 2015",74,0
Blue Daisy,Darker Than Blue,"October 2, 2015",74,0
Breakage,When the Night Comes,"May 12, 2015",74,0
The Soft Moon,Deeper,"March 31, 2015",74,79
Lord Huron,Strange Trails,"April 7, 2015",74,86
Youth Lagoon,Savage Hills Ballroom,"September 25, 2015",74,72
Ghostpoet,Shedding Skin,"March 17, 2015",74,71
!!! [Chik Chik Chik],As If,"October 16, 2015",74,80
Justin Townes Earle,Absent Fathers,"January 13, 2015",74,71
Disclosure,Caracal,"September 25, 2015",73,77
Willie Nelson,Django and Jimmie,"June 2, 2015",73,0
Föllakzoid,III,"March 31, 2015",73,0
Don Henley,Cass County,"September 25, 2015",73,83
Yo La Tengo,Stuff Like That There,"August 28, 2015",73,68
Marika Hackman,We Slept At Last,"February 16, 2015",73,84
Between the Buried and Me,Coma Ecliptic,"July 10, 2015",73,84
Ducktails,St. Catherine,"July 24, 2015",73,82
Jan St. Werner,Miscontinuum Album ( Fiepblatter Catalogue #3),"January 27, 2015",73,0
St. Germain,St. Germain,"October 9, 2015",73,0
Mark Ronson,Uptown Special,"January 13, 2015",73,64
Battles,La Di Da Di,"September 18, 2015",73,74
Nathaniel Rateliff & the Night Sweats,Nathaniel Rateliff & the Night Sweats,"August 21, 2015",73,83
Romare,Projections,"February 24, 2015",73,50
Du Blonde,Welcome Back to Milk,"May 19, 2015",73,78
Cage the Elephant,Tell Me I'm Pretty,"December 18, 2015",73,82
Jim White,Take It Like a Man,"January 27, 2015",73,0
The Wainwright Sisters,Songs in the Dark,"November 13, 2015",73,0
Cheatahs,Mythologies,"October 30, 2015",73,0
Diagrams,Chromatics,"January 19, 2015",73,0
Lamb of God,VII: Sturm und Drang,"July 24, 2015",73,84
(Sandy) Alex G,Beach Music,"October 9, 2015",73,84
The Vaccines,English Graffiti,"May 26, 2015",73,79
Public Service Broadcasting,The Race for Space,"February 24, 2015",73,81
HEALTH,Death Magic,"August 7, 2015",73,81
EL VY,Return to the Moon,"October 30, 2015",73,82
Six Organs of Admittance,Hexadic II,"November 20, 2015",73,0
Eagles of Death Metal,Zipper Down,"October 2, 2015",73,72
Squarepusher,Damogen Furies,"April 21, 2015",73,0
The Chemical Brothers,Born In The Echoes,"July 17, 2015",72,67
Total Babes,Heydays,"May 19, 2015",72,0
Ray Wylie Hubbard,The Ruffian's Misfortune,"April 7, 2015",72,0
Errors,Lease Of Life,"March 23, 2015",72,70
British Sea Power,Sea of Brass,"October 30, 2015",72,84
Slim Twig,Thank You for Stickin' with Twig,"August 7, 2015",72,0
Colleen Green,I Want to Grow Up,"February 24, 2015",72,80
Toro y Moi,What For?,"April 7, 2015",72,72
Jerusalem in My Heart,Suuns & Jerusalem in My Heart,"April 14, 2015",72,0
Chilly Gonzales,Chambers,"March 24, 2015",72,0
Ghostface Killah,Adrian Younge Presents: Twelve Reasons to Die II,"July 10, 2015",72,80
Aqualung,10 Futures,"January 19, 2015",72,0
Disappears,Irreal,"January 20, 2015",72,0
Mikal Cronin,MCIII,"May 4, 2015",72,73
Big Sean,Dark Sky Paradise,"February 24, 2015",72,72
Fall Out Boy,American Beauty/American Psycho,"January 20, 2015",72,76
Teenage Time Killers,"Greatest Hits, Vol. 1","July 31, 2015",72,70
Django Django,Born Under Saturn,"May 4, 2015",72,77
All Them Witches,Dying Surfer Meets His Maker,"October 30, 2015",72,0
The Amazing,Picture You,"February 17, 2015",72,0
Will Butler,Policy,"March 10, 2015",72,71
