artist,album,date,meta_score,user_score
Mark Lanegan,With Animals,"August 24, 2018",82,78
Thom Yorke,Suspiria [Original Motion Picture Soundtrack],"October 26, 2018",82,84
Marlon Williams,Make Way for Love,"February 16, 2018",82,79
The Wonder Years,Sister Cities,"April 6, 2018",82,78
Mariah Carey,Caution,"November 16, 2018",82,85
Seun Kuti & Egypt 80,Black Times,"March 2, 2018",82,0
Leon Vynehall,Nothing Is Still,"June 15, 2018",82,81
Natalie Prass,The Future and the Past,"June 1, 2018",82,76
Lubomyr Melnyk,Fallen Trees,"December 7, 2018",82,0
Tunng,Songs You Make at Night,"August 24, 2018",82,0
Charles Watson,Now That I'm a River,"May 18, 2018",82,0
Foxing,Nearer My God,"August 10, 2018",82,81
Lucy Dacus,Historian,"March 2, 2018",82,81
Kadhja Bonet,Childqueen,"June 8, 2018",82,87
Gwenno,Le Kov,"March 2, 2018",81,78
Eartheater,Irisiri,"June 8, 2018",81,0
Mind Over Mirrors,Bellowing Sun,"April 6, 2018",81,0
Neneh Cherry,Broken Politics,"October 19, 2018",81,80
Paul Weller,True Meanings,"September 14, 2018",81,79
Oliver Coates,Shelly's on Zenn-La,"September 7, 2018",81,0
Hailu Mergia,Lala Belu,"February 23, 2018",81,0
Jennifer Castle,Angels of Death,"May 18, 2018",81,0
Shannon and the Clams,Onion,"February 16, 2018",81,78
Hop Along,"Bark Your Head Off, Dog","April 6, 2018",81,80
Richard Thompson,13 Rivers,"September 14, 2018",81,0
Anna von Hausswolff,Dead Magic,"March 2, 2018",81,83
Brandi Carlile,By the Way I Forgive You,"February 16, 2018",81,81
Joan as Police Woman,Damned Devotion,"February 9, 2018",81,64
Field Music,Open Here,"February 2, 2018",81,80
Tim Hecker,Konoyo,"September 28, 2018",81,78
Sumac,"American Dollar Bill - Keep Facing Sideways, You're Too Hideous To Look at Face On","February 23, 2018",81,0
Jay Rock,Redemption,"June 15, 2018",81,81
LUMP,LUMP,"June 1, 2018",81,79
Ghost,Prequelle,"June 1, 2018",81,81
Years & Years,Palo Santo,"July 6, 2018",81,82
Ought,Room Inside the World,"February 16, 2018",81,80
Darlingside,Extralife,"February 23, 2018",81,0
Vince Staples,FM!,"November 2, 2018",81,80
Olivia Chaney,Shelter,"June 15, 2018",81,0
Chris Carter,Chemistry Lessons Volume 1,"March 30, 2018",81,0
Jorja Smith,Lost & Found,"June 8, 2018",81,84
Kelly Moran,Ultraviolet,"November 2, 2018",81,78
Sons of Kemet,Your Queen Is A Reptile,"March 30, 2018",81,82
Frank Turner,Be More Kind,"May 4, 2018",81,70
Turnstile,Time & Space,"February 23, 2018",81,75
Loma,Loma,"February 16, 2018",81,80
Bill Ryder-Jones,Yawn,"November 2, 2018",81,75
Dave Alvin,Downey to Lubbock,"June 1, 2018",81,0
Damien Jurado,The Horizon Just Laughed,"May 4, 2018",81,75
Tony Molina,Kill the Lights,"July 27, 2018",81,71
Spider Bags,Someday Everything Will Be Fine,"August 3, 2018",81,0
Gazelle Twin,Pastoral,"September 21, 2018",81,83
Ariana Grande,Sweetener,"August 17, 2018",81,76
Alejandro Escovedo,The Crossing,"September 14, 2018",81,0
The Goon Sax,We're Not Talking,"September 14, 2018",80,70
Tirzah,Devotion,"August 10, 2018",80,80
Rosanne Cash,She Remembers Everything,"November 2, 2018",80,75
Essaie Pas,New Path,"March 16, 2018",80,0
Forth Wanderers,Forth Wanderers,"April 27, 2018",80,79
Meshell Ndegeocello,Ventriloquism,"March 16, 2018",80,86
Haley Heynderickx,I Need To Start a Garden,"March 9, 2018",80,81
Wye Oak,"The Louder I Call, The Faster It Runs","April 6, 2018",80,78
Steve Reich,Pulse/Quartet,"February 2, 2018",80,0
Ben Howard,Noonday Dream,"June 1, 2018",80,82
Original Soundtrack,Black Panther: The Album,"February 9, 2018",80,79
Beach House,7,"May 11, 2018",80,82
Black Milk,Fever,"February 23, 2018",80,82
Amnesia Scanner,Another Life,"September 7, 2018",80,0
Daniel Bachman,The Morning Star,"July 27, 2018",80,0
Georgia Anne Muldrow,Overload,"October 26, 2018",80,78
Lotic,Power,"July 13, 2018",80,75
Charles Lloyd & the Marvels,Vanished Gardens,"June 29, 2018",80,0
Courtney Barnett,Tell Me How You Really Feel,"May 18, 2018",80,81
Mary Lattimore,Hundreds of Days,"May 18, 2018",80,83
Frankie Cosmos,Vessel,"March 30, 2018",80,73
Josephine Foster,Faithful Fairy Harmony,"November 16, 2018",80,0
Grouper,Grid of Points,"April 27, 2018",80,82
Snail Mail,Lush,"June 8, 2018",80,80
Muncie Girls,Fixed Ideals,"August 31, 2018",80,0
The Carters,Everything is Love,"June 16, 2018",80,71
Eric Church,Desperate Man,"October 5, 2018",80,74
White Denim,Performance,"August 24, 2018",80,78
Tropical Fuck Storm,A Laughing Death in Meatspace,"October 26, 2018",80,82
The Field,Infinite Moment,"September 21, 2018",80,0
Matt Maltese,Bad Contestant,"June 8, 2018",80,76
Goat Girl,Goat Girl,"April 6, 2018",80,81
Dabrye,Three/Three,"February 16, 2018",80,0
DJ Taye,Still Trippin',"March 2, 2018",80,0
Phosphorescent,C'est La Vie,"October 5, 2018",80,77
Pigs Pigs Pigs Pigs Pigs Pigs Pigs,King of Cowards,"September 28, 2018",80,0
St. Vincent,MassEducation [2018],"October 12, 2018",80,80
Gaz Coombes,World's Strongest Man,"May 4, 2018",80,83
Cut Worms,Hollow Ground,"May 4, 2018",80,0
Gabe Gurnsey,Physical,"August 3, 2018",79,75
Marmozets,Knowing What You Know Now,"January 26, 2018",79,77
Lil Peep,"Come Over When You’re Sober, Pt. 2","November 9, 2018",79,77
Aidan Moffat,Here Lies the Body,"May 11, 2018",79,0
Cat Power,Wanderer,"October 5, 2018",79,83
Wayne Shorter,Emanon,"September 14, 2018",79,0
Cloud Nothings,Last Building Burning,"October 19, 2018",79,76
Colter Wall,Songs of the Plains,"October 12, 2018",79,76
Aïsha Devi,DNA Feelings,"May 11, 2018",79,0
Speedy Ortiz,Twerp Verse,"April 27, 2018",79,74
Courtney Marie Andrews,May Your Kindness Remain,"March 23, 2018",79,65
Israel Nash,Lifted,"July 27, 2018",79,0
Guerilla Toss,Twisted Crystal,"September 14, 2018",79,0
Oh Sees,Smote Reverser,"August 17, 2018",79,79
Flasher,Constant Image,"June 8, 2018",79,0
Clutch,Book of Bad Decisions,"September 7, 2018",79,74
Gas,Rausch,"May 18, 2018",79,79
RP Boo,I'll Tell You What!,"July 6, 2018",79,0
Cher,Dancing Queen,"September 28, 2018",79,76
Novelist,Novelist Guy,"April 13, 2018",79,0
Pig Destroyer,Head Cage,"September 7, 2018",79,0
The Spook School,Could It Be Different?,"January 26, 2018",79,69
Foxwarren,Foxwarren,"November 30, 2018",79,0
John Grant,Love Is Magic,"October 12, 2018",78,72
Charles Bradley,Black Velvet,"November 9, 2018",78,70
Miss Red,K.O.,"July 13, 2018",78,0
Lady Gaga,A Star Is Born [Original Motion Picture Soundtrack],"October 5, 2018",78,85
The Last Poets,Understand What Black Is,"May 18, 2018",78,0
Dead Can Dance,Dionysus,"November 2, 2018",78,81
Xylouris White,Mother,"January 19, 2018",78,76
Trembling Bells,Dungeness,"March 30, 2018",78,0
Khruangbin,Con Todo El Mundo,"January 26, 2018",78,77
Kurt Vile,Bottle It In,"October 12, 2018",78,78
Mac Miller,Swimming,"August 3, 2018",78,85
Dorian Concept,The Nature of Imitation,"August 3, 2018",78,0
Meg Baird,Ghost Forests,"November 9, 2018",78,0
Sunflower Bean,Twentytwo in Blue,"March 23, 2018",78,74
The Soft Moon,Criminal,"February 2, 2018",78,78
Grant-Lee Phillips,Widdershins,"February 23, 2018",78,0
GoGo Penguin,A Humdrum Star,"February 9, 2018",78,83
Rodney Crowell,Christmas Everywhere,"November 2, 2018",78,0
Johnny Marr,Call the Comet,"June 15, 2018",78,78
Soccer Mommy,Clean,"March 2, 2018",78,81
Nathaniel Rateliff & the Night Sweats,Tearing at the Seams,"March 9, 2018",78,84
tUnE-yArDs,I Can Feel You Creep Into My Private Life,"January 19, 2018",78,75
Kristin Hersh,Possible Dust Clouds,"October 5, 2018",78,77
Jake Shears,Jake Shears,"August 10, 2018",78,77
Luluc,Sculptor,"July 13, 2018",78,68
The Low Anthem,The Salt Doll Went to Measure the Depth of the Sea,"February 23, 2018",78,0
Calexico,The Thread That Keeps Us,"January 26, 2018",78,76
Benin City,Last Night,"April 13, 2018",78,0
Camila Cabello,Camila,"January 12, 2018",78,85
Nothing,Dance on the Blacktop,"August 24, 2018",77,73
Lucero,Among the Ghosts,"August 3, 2018",77,0
Nap Eyes,I'm Bad Now,"March 9, 2018",77,63
Hinds,I Don't Run,"April 6, 2018",77,77
"The Good, the Bad & the Queen",Merrie Land,"November 16, 2018",77,78
Sarah Louise,Deeper Woods,"May 11, 2018",77,0
Corrosion of Conformity,No Cross No Crown,"January 12, 2018",77,67
John Prine,The Tree of Forgiveness,"April 13, 2018",77,82
Lindi Ortega,Liberty,"March 30, 2018",77,80
Yo La Tengo,There's a Riot Going On,"March 16, 2018",77,81
John Legend,A Legendary Christmas,"October 26, 2018",77,30
Nine Inch Nails,Bad Witch,"June 22, 2018",77,80
Villagers,The Art of Pretending to Swim,"September 21, 2018",77,67
Dirty Projectors,Lamp Lit Prose,"July 13, 2018",77,79
Gaika,Basic Volume,"July 27, 2018",77,75
Joan Baez,Whistle Down the Wind,"March 2, 2018",77,0
Jim James,Uniform Distortion,"June 29, 2018",77,73
The Orielles,Silver Dollar Moment,"February 16, 2018",77,78
MGMT,Little Dark Age,"February 9, 2018",77,85
Guided by Voices,Space Gun,"March 23, 2018",77,71
Marissa Nadler,For My Crimes,"September 28, 2018",77,74
Andrew W.K.,You're Not Alone,"March 2, 2018",77,81
Bardo Pond,Vol. 8,"February 2, 2018",77,0
Meek Mill,Championships,"November 30, 2018",77,77
Old 97's,Love the Holidays,"November 16, 2018",77,0
Melody's Echo Chamber,Bon Voyage,"June 15, 2018",77,80
Dr. Octagon,Moosebumps: An Exploration Into Modern Day Horripilation,"April 6, 2018",77,78
Judas Priest,Firepower,"March 9, 2018",77,80
Frigs,Basic Behaviour,"February 23, 2018",77,0
Michael Rault,It's a New Day Tonight,"May 18, 2018",77,0
Ross from Friends,Family Portrait,"July 27, 2018",77,75
Santigold,I Don’t Want: The Gold Fire Sessions,"July 27, 2018",77,0
Tracey Thorn,Record,"March 2, 2018",77,69
Jess Williamson,Cosmic Wink,"May 11, 2018",77,0
Molly Burch,First Flower,"October 5, 2018",77,0
Ty Segall,Fudge Sandwich,"October 26, 2018",77,72
Suede,The Blue Hour,"September 21, 2018",77,77
Poppy Ackroyd,Resolve,"February 2, 2018",77,0
Dream Wife,Dream Wife,"January 26, 2018",77,80
Ital Tek,Bodied,"September 7, 2018",77,0
Son Lux,Brighter Wounds,"February 9, 2018",77,81
Venetian Snares,Venetian Snares x Daniel Lanois,"May 4, 2018",76,0
First Aid Kit,Ruins,"January 19, 2018",76,74
Ryley Walker,Deafman Glance,"May 18, 2018",76,62
µ-Ziq,Challenge Me Foolish,"April 13, 2018",76,0
Exploded View,Obey,"September 28, 2018",76,0
Madeline Kenney,Perfect Shapes,"October 5, 2018",76,0
Rae Sremmurd,SR3MM,"May 4, 2018",76,63
Shopping,The  Official Body,"January 19, 2018",76,79
Stef Chura,Messes,"February 2, 2018",76,0
Mutual Benefit,Thunder Follows the Light,"September 21, 2018",76,0
Vessel,Queen of Golden Dogs,"November 9, 2018",76,0
Rita Ora,Phoenix,"November 23, 2018",76,83
Christina Vantzou,No. 4,"April 6, 2018",76,0
Swearin',Fall Into the Sun,"October 5, 2018",76,0
Roger Daltrey,As Long as I Have You,"June 1, 2018",76,0
Arctic Monkeys,Tranquility Base Hotel + Casino,"May 11, 2018",76,72
Matthew Dear,Bunny,"October 12, 2018",76,75
Cavern of Anti-Matter,Hormone Lemonade,"March 23, 2018",76,0
Insecure Men,Insecure Men,"February 23, 2018",76,0
Buffalo Tom,Quiet and Peace,"March 2, 2018",76,0
Felicita,hej!,"August 3, 2018",76,66
Kamaal Williams,The Return,"May 25, 2018",76,0
Willie Nelson,My Way,"September 14, 2018",76,0
The Damned,Evil Spirits,"April 13, 2018",75,0
Joyce Manor,Million Dollars To Kill Me,"September 21, 2018",75,80
Lala Lala,The Lamb,"September 28, 2018",75,0
The Vaccines,Combat Sports,"March 30, 2018",75,80
E Ruscha V,Who Are You,"March 2, 2018",75,0
Mudhoney,Digital Garbage,"September 28, 2018",75,70
Simian Mobile Disco,Murmurations,"May 11, 2018",75,80
Unknown Mortal Orchestra,Sex & Food,"April 6, 2018",75,80
Poliça,Music For The Long Emergency,"February 16, 2018",75,80
Dedekind Cut,Tahoe,"February 23, 2018",75,0
The Essex Green,Hardly Electronic,"June 29, 2018",75,0
Florence + the Machine,High As Hope,"June 29, 2018",75,85
James,Living in Extraordinary Times,"August 3, 2018",75,74
Creep Show,Mr. Dynamite,"March 16, 2018",75,0
J Mascis,Elastic Days,"November 9, 2018",75,62
Dylan Carlson,Conquistador,"April 27, 2018",75,0
Pianos Become the Teeth,Wait For Love,"February 16, 2018",75,80
Ryuichi Sakamoto,async: Remodels,"February 16, 2018",75,0
Fantastic Negrito,Please Don't Be Dead,"June 15, 2018",75,0
Coheed and Cambria,Vaxis - Act I: The Unheavenly Creatures,"October 5, 2018",75,71
Anna Burch,Quit the Curse,"February 2, 2018",75,82
King Tuff,The Other,"April 13, 2018",75,80
Czarface/MF Doom,Czarface Meets Metal Face,"March 30, 2018",75,77
The Lemon Twigs,Go to School,"August 24, 2018",75,77
Body/Head,The Switch,"July 13, 2018",75,60
Uniform,The Long Walk,"August 17, 2018",75,0
Menace Beach,Black Rainbow Sound,"September 7, 2018",75,0
Laura Jane Grace & the Devouring Mothers,Bought to Rot,"November 9, 2018",75,69
The Body,"I Have Fought Against It, But I Can't Any Longer.","May 11, 2018",75,75
Cypress Hill,Elephants on Acid,"September 28, 2018",75,74
La Luz,Floating Features,"May 11, 2018",75,75
Various Artists,Johnny Cash: Forever Words,"April 6, 2018",75,0
Moby,"Everything Was Beautiful, And Nothing Hurt","March 2, 2018",75,68
Everything Is Recorded,Everything Is Recorded by Richard Russell,"February 16, 2018",75,79
Lily Allen,No Shame,"June 8, 2018",74,82
Teyana Taylor,K.T.S.E.,"June 23, 2018",74,79
Leon Bridges,Good Thing,"May 4, 2018",74,72
Swamp Dogg,"Love, Loss and Auto-Tune","September 7, 2018",74,0
Selling,On Reflection,"December 14, 2018",74,0
Papa M,A Broke Moon Rises,"August 17, 2018",74,0
Drinks,Hippo Lite,"April 20, 2018",74,80
Amber Arcades,European Heartbreak,"September 28, 2018",74,64
Jack White,Boarding House Reach,"March 23, 2018",74,74
Pram,Across the Meridian,"July 20, 2018",74,0
Aidan Moffat,Ghost Stories for Christmas,"December 7, 2018",74,0
Gang Gang Dance,Kazuashita,"June 22, 2018",74,77
Anderson East,Encore,"January 12, 2018",74,74
They Might Be Giants,I Like Fun,"January 19, 2018",74,83
Bodega,Endless Scroll,"July 6, 2018",74,77
H.C. McEntire,Lionheart,"January 26, 2018",74,0
Empress Of,Us,"October 19, 2018",74,77
The Chills,Snow Bound,"September 14, 2018",74,0
Paul McCartney,Egypt Station,"September 7, 2018",74,77
Mogwai,KIN [Original Motion Picture Soundtrack],"August 31, 2018",74,65
Audiobooks,Now! (In a Minute),"November 2, 2018",74,0
Ray LaMontagne,Part of the Light,"May 18, 2018",74,0
Susanna,Go Dig My Grave,"February 9, 2018",74,0
Planningtorock,Powerhouse,"November 9, 2018",74,0
Dawes,Passwords,"June 22, 2018",74,73
Jonathan Wilson,Rare Birds,"March 2, 2018",74,76
How to Dress Well,The Anteroom,"October 19, 2018",74,70
J. Cole,KOD,"April 20, 2018",73,76
Superorganism,Superorganism,"March 2, 2018",73,80
Okzharp,Closer Apart,"July 6, 2018",73,0
Wild Beasts,Last Night All My Dreams Came True,"February 16, 2018",73,73
Daniel Blumberg,Minus,"May 4, 2018",73,86
Lo Moon,Lo Moon,"February 23, 2018",73,80
Metric,Art of Doubt,"September 21, 2018",73,78
Gorillaz,The Now Now,"June 29, 2018",73,80
My Brightest Diamond,A Million and One,"November 23, 2018",73,0
Manic Street Preachers,Resistance Is Futile,"April 13, 2018",73,64
