artist,album,date,meta_score,user_score
Arbouretum,Let It All In,20-Mar-20,81,0
Bananagun,True Story of Bananagun,26-Jun-20,81,83
Aoife Nessa Frances,Land of No Junction,17-Jan-20,81,0
I Break Horses,Warnings,8-May-20,81,87
Jeff Tweedy,Love Is the King,23-Oct-20,81,0
The Necks,Three,27-Mar-20,81,0
Nubya Garcia,Source,21-Aug-20,81,81
Girl Friday,Androgynous Mary,21-Aug-20,81,0
Margo Price,That's How Rumors Get Started,10-Jul-20,81,79
Courtney Marie Andrews,Old Flowers,24-Jul-20,81,54
Woods,Strange to Explain,22-May-20,81,83
Beabadoobee,Fake It Flowers,16-Oct-20,81,88
Daniel Blumberg,On&On,31-Jul-20,81,0
Jehnny Beth,To Love Is to Live,12-Jun-20,81,76
Badly Drawn Boy,Banana Skin Shoes,22-May-20,81,77
Ren Harvieu,Revel in the Drama,3-Apr-20,81,87
100 gecs,1000 gecs & the Tree of Clues,10-Jul-20,81,78
Andy Shauf,The Neon Skyline,24-Jan-20,81,79
21 Savage,Savage Mode II,2-Oct-20,81,76
Gorillaz,"Song Machine, Season One: Strange Timez",23-Oct-20,81,90
Lamb of God,Lamb of God,19-Jun-20,81,82
Caroline Rose,Superstar,6-Mar-20,81,81
Nine Inch Nails,Ghosts V: Together,27-Mar-20,81,78
Fuzz,III,23-Oct-20,81,0
070 Shake,Modus Vivendi,17-Jan-20,80,79
Sufjan Stevens,The Ascension,25-Sep-20,80,85
Stephen Malkmus,Traditional Techniques,6-Mar-20,80,69
Destroyer,Have We Met,31-Jan-20,80,75
Anjimile,Giver Taker,18-Sep-20,80,0
The Flaming Lips,American Head,11-Sep-20,80,87
Hamilton Leithauser,The Loves of Your Life,10-Apr-20,80,81
Kathleen Edwards,Total Freedom,14-Aug-20,80,76
Maria McKee,La Vita Nuova,13-Mar-20,80,0
Kamaal Williams,Wu Hen,24-Jul-20,80,0
Sam Prekop,Comma,11-Sep-20,80,0
The Weeknd,After Hours,20-Mar-20,80,86
Helena Deland,Someone New,16-Oct-20,80,93
Orlando Weeks,Quickening,12-Jun-20,80,78
Rolling Blackouts Coastal Fever,Sideways to New Italy,5-Jun-20,80,85
Wire,Mind Hive,24-Jan-20,80,70
...And You Will Know Us by the Trail of Dead,X: The Godless Void and Other Stories,17-Jan-20,80,86
drmm,Bedroom,3-Jul-20,80,80
Disq,Collector,6-Mar-20,80,84
The Chats,High Risk Behaviour,27-Mar-20,80,76
Ian William Craig,Red Sun Through Smoke,27-Mar-20,80,0
Nada Surf,Never Not Together,7-Feb-20,80,80
Jason Molina,Eight Gates,7-Aug-20,80,68
Drive-By Truckers,The Unraveling,31-Jan-20,80,73
METZ,Atlas Vending,9-Oct-20,80,84
Old 97's,Twelfth,21-Aug-20,80,0
Halsey,Manic,17-Jan-20,80,82
Sir Richard Bishop,Oneiric Formulary,17-Apr-20,80,0
Pottery,Welcome to Bobby's Motel,26-Jun-20,80,0
Doves,The Universal Want,11-Sep-20,80,86
Nine Inch Nails,Ghosts VI: Locusts,27-Mar-20,80,75
Enter Shikari,Nothing Is True & Everything Is Possible,17-Apr-20,80,85
Puscifer,Existential Reckoning,30-Oct-20,80,92
Pearl Jam,Gigaton,27-Mar-20,80,84
Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Viscerals,3-Apr-20,80,74
Khruangbin,Mordechai,26-Jun-20,79,81
Lady Gaga,Chromatica,29-May-20,79,85
Lanterns on the Lake,Spook the Herd,21-Feb-20,79,86
Carly Rae Jepsen,Dedicated Side B,21-May-20,79,89
Swamp Dogg,Sorry You Couldn't Make It,6-Mar-20,79,0
Homesick,Big Exercise,7-Feb-20,79,0
Bambara,Stray,14-Feb-20,79,79
Larkin Poe,Self Made Man,12-Jun-20,79,78
Dizzee Rascal,E3 AF,30-Oct-20,79,0
Wiley,The Godfather 3,5-Jun-20,79,0
"Royce da 5'9""",The Allegory,21-Feb-20,79,83
Half Waif,The Caretaker,27-Mar-20,79,82
Katie von Schleicher,Consummation,22-May-20,79,0
The Big Moon,Walking Like We Do,10-Jan-20,79,62
clipping.,Visions of Bodies Being Burned,23-Oct-20,79,83
Uniform,Shame,11-Sep-20,79,0
Tim Burgess,I Love the New Sky,22-May-20,79,83
Sorry,925,27-Mar-20,79,81
Basia Bulat,Are You in Love?,27-Mar-20,79,78
Låpsley,Through Water,20-Mar-20,79,81
Tame Impala,The Slow Rush,14-Feb-20,79,84
Grimes,Miss Anthropocene,21-Feb-20,79,89
AC/DC,Power Up,13-Nov-20,79,88
Ty Dolla $ign,Featuring Ty Dolla $ign,23-Oct-20,79,77
The Jayhawks,XOXO,10-Jul-20,79,78
Adulkt Life,Book of Curses,6-Nov-20,79,0
Gum Country,Somewhere,19-Jun-20,79,0
NZCA Lines,Pure Luxury,10-Jul-20,79,0
Lambchop,Trip,13-Nov-20,79,0
Ghostpoet,I Grow Tired But Dare Not Fall Asleep,1-May-20,79,83
Gordi,Our Two Skins,26-Jun-20,79,67
Julianna Barwick,Healing Is a Miracle,10-Jul-20,79,80
The Beths,Jump Rope Gazers,10-Jul-20,79,81
Miley Cyrus,Plastic Hearts,27-Nov-20,78,96
Bonny Light Horseman,Bonny Light Horseman,24-Jan-20,78,77
Sam Amidon,Sam Amidon,23-Oct-20,78,0
Bettye LaVette,Blackbirds,28-Aug-20,78,0
The Mountain Goats,Getting Into Knives,23-Oct-20,78,0
Hinds,The Prettiest Curse,5-Jun-20,78,77
Vladislav Delay,Rakka,28-Feb-20,78,0
A.G. Cook,Apple,18-Sep-20,78,73
Squirrel Flower,I Was Born Swimming,31-Jan-20,78,81
Allie X,Cape God,21-Feb-20,78,90
Georgia,Seeking Thrills,10-Jan-20,78,73
Nothing,Great Dismal,30-Oct-20,78,80
Beach Bunny,Honeymoon,14-Feb-20,78,82
BENEE,Hey U x,13-Nov-20,78,85
Metallica,S&M2 [Live],28-Aug-20,78,58
Westerman,Your Hero Is Not Dead,5-Jun-20,78,83
Shopping,All or Nothing,7-Feb-20,78,0
Elvis Costello,Hey Clockface,30-Oct-20,78,81
Nicole Atkins,Italian Ice,29-May-20,78,87
Damien Jurado,"What's New, Tomboy?",1-May-20,78,0
Tennis,Swimmer,14-Feb-20,78,85
The Psychedelic Furs,Made Of Rain,31-Jul-20,78,79
Dehd,Flower of Devotion,17-Jul-20,78,83
Ozzy Osbourne,Ordinary Man,21-Feb-20,78,78
Wasted Shirt,Fungus II,28-Feb-20,78,0
Sports Team,Deep Down Happy,5-Jun-20,78,41
Sad13,Haunted Painting,25-Sep-20,78,82
Ben Watt,Storm Damage,31-Jan-20,78,0
Actress,Karma & Desire,23-Oct-20,78,90
Samia,The Baby,28-Aug-20,78,0
Real Estate,The Main Thing,28-Feb-20,77,79
Dream Nails,Dream Nails,28-Aug-20,77,0
Alicia Keys,Alicia,18-Sep-20,77,87
Lydia Loveless,Daughter,25-Sep-20,77,0
Fantastic Negrito,Have You Lost Your Mind Yet?,14-Aug-20,77,0
Torres,Silver Tongue,31-Jan-20,77,86
My Morning Jacket,Waterfall II,10-Jul-20,77,84
Emmy the Great,April,9-Oct-20,77,0
Jack Garratt,"Love, Death & Dancing",12-Jun-20,77,82
Pretenders,Hate for Sale,17-Jul-20,77,78
Emma Swift,Blonde on the Tracks,14-Aug-20,77,0
Jackie Lynn,Jacqueline,10-Apr-20,77,80
Luke Haines,Beat Poetry for Survivalists,6-Mar-20,77,0
John Moreland,LP5,7-Feb-20,77,0
Marilyn Manson,WE ARE CHAOS,11-Sep-20,77,88
Braids,Shadow Offering,19-Jun-20,77,75
Sarah Davachi,Cantus Descant,18-Sep-20,77,0
Travis,10 Songs,9-Oct-20,77,81
Fenne Lily,Breach,18-Sep-20,77,0
Kehlani,It Was Good Until It Wasn't,8-May-20,77,86
Dream Wife,So When You Gonna...,3-Jul-20,77,82
Brian Fallon,Local Honey,27-Mar-20,77,84
Marcus King,El Dorado,17-Jan-20,77,69
Bully,SUGAREGG,21-Aug-20,77,0
Car Seat Headrest,Making a Door Less Open,1-May-20,77,74
Shabazz Palaces,The Don of Diamond Dreams,17-Apr-20,77,80
Matt Berninger,Serpentine Prison,16-Oct-20,77,82
Marie Davidson,Renegade Breakdown,25-Sep-20,76,0
Idles,Ultra Mono,25-Sep-20,76,76
Naeem,Startisha,12-Jun-20,76,0
The Killers,Imploding the Mirage,21-Aug-20,76,86
Daniel Avery,Illusion of Time,27-Mar-20,76,68
Sløtface,Sorry for the Late Reply,31-Jan-20,76,67
Alice Boman,Dream On,17-Jan-20,76,75
Pinegrove,Marigold,17-Jan-20,76,68
Selena Gomez,Rare,10-Jan-20,76,88
Deradoorian,Find the Sun,18-Sep-20,76,0
Jade Hairpins,Harmony Avenue,29-May-20,76,0
Nap Eyes,Snapshot of a Beginner,27-Mar-20,76,0
Greg Dulli,Random Desire,21-Feb-20,76,87
Kaitlyn Aurelia Smith,The Mosaic of Transformation,15-May-20,76,0
Melanie C,Melanie C,2-Oct-20,76,87
Squarepusher,Be Up a Hello,31-Jan-20,76,62
Black Lips,Sing in a World That's Falling Apart,24-Jan-20,76,71
Of Montreal,Ur Fun,17-Jan-20,76,67
Erasure,The Neon,21-Aug-20,76,66
Jaga Jazzist,Pyramid,7-Aug-20,75,0
LA Priest,Gene,5-Jun-20,75,0
Christian Lee Hutson,Beginners,29-May-20,75,0
Juice WRLD,Legends Never Die,10-Jul-20,75,78
Glass Animals,Dreamland,7-Aug-20,75,84
M. Ward,Migration Stories,3-Apr-20,75,78
King Gizzard & the Lizard Wizard,K.G.,20-Nov-20,75,90
Cults,Host,18-Sep-20,75,0
Humanist,HUMANIST,21-Feb-20,75,0
Deerhoof,Future Teenage Cave Artists,29-May-20,75,84
The Strokes,The New Abnormal,10-Apr-20,75,91
Pet Shop Boys,Hotspot,24-Jan-20,75,76
Noveller,Arrow,12-Jun-20,75,0
Ala.Ni,ACCA,31-Jan-20,75,0
Muzz,Muzz,5-Jun-20,75,87
Spinning Coin,Hyacinth,21-Feb-20,75,0
The Lemon Twigs,Songs for the General Public,21-Aug-20,75,64
Nick Hakim,Will This Make Me Good,15-May-20,75,0
Willie Nelson,First Rose of Spring,3-Jul-20,75,0
DMA's,The Glow,10-Jul-20,75,84
Magnetic Fields,Quickies,15-May-20,75,64
Public Enemy,What You Gonna Do When the Grid Goes Down?,25-Sep-20,75,80
Cable Ties,Far Enough,27-Mar-20,75,0
Mandy Moore,Silver Landings,6-Mar-20,75,87
Holy Fuck,Deleter,17-Jan-20,75,74
Baauer,Planet's Mad,19-Jun-20,74,80
Little Mix,Confetti,6-Nov-20,74,95
Jess Williamson,Sorceress,15-May-20,74,0
Arca,KiCk i,26-Jun-20,74,86
Bombay Bicycle Club,Everything Else Has Gone Wrong,17-Jan-20,74,70
Future Islands,As Long as You Are,9-Oct-20,74,89
Anna Burch,If You're Dreaming,3-Apr-20,74,70
Brooke Bentham,Everyday Nothing,28-Feb-20,74,0
Agnes Obel,Myopia,21-Feb-20,74,81
Dan Deacon,Mystic Familiar,31-Jan-20,74,88
Madeline Kenney,Sucker's Lunch,31-Jul-20,74,0
Four Tet,Sixteen Oceans,13-Mar-20,74,82
Ellie Goulding,Brightest Blue,17-Jul-20,74,88
Jim White,The Quickening,15-May-20,74,0
Toots & the Maytals,Got to Be Tough,28-Aug-20,74,0
No Age,Goons Be Gone,5-Jun-20,74,0
Field Music,Making a New World,10-Jan-20,73,70
Algiers,There Is No Year,17-Jan-20,73,69
The Streets,None of Us Are Getting out of This Life Alive,10-Jul-20,73,80
Kevin Morby,Sundowner,16-Oct-20,73,0
Harkin,Harkin,24-Apr-20,73,0
The Howling Hex,Knuckleball Express,17-Apr-20,73,0
King Krule,Man Alive!,21-Feb-20,73,81
The Districts,You Know I'm Not Going Anywhere,13-Mar-20,73,80
HMLTD,West of Eden,7-Feb-20,73,79
The Orielles,Disco Volador,28-Feb-20,73,80
Brendan Benson,Dear Life,24-Apr-20,73,80
Austra,Hirudin,1-May-20,73,73
Sylvan Esso,Free Love,25-Sep-20,73,0
Kesha,High Road,31-Jan-20,73,87
Hazel English,Wake UP!,24-Apr-20,73,78
The Orb,Abolition of the Royal Familia,27-Mar-20,73,0
Little Dragon,"New Me, Same Us",27-Mar-20,73,72
Hilary Woods,Birthmarks,13-Mar-20,73,0
Tricky,Fall To Pieces,4-Sep-20,73,78
Liam Gallagher,MTV Unplugged [Live at Hull City Hall],12-Jun-20,73,79
Public Practice,Gentle Grip,15-May-20,72,0
Death Valley Girls,Under the Spell of Joy,2-Oct-20,72,80
TOPS,I Feel Alive,3-Apr-20,72,81
Roger Eno,Mixing Colours,20-Mar-20,72,0
Kylie Minogue,DISCO,6-Nov-20,72,89
Disclosure,Energy,28-Aug-20,72,78
J Balvin,Colores,20-Mar-20,72,70
Poppy,I Disagree,10-Jan-20,72,85
Osees,Protean Threat,18-Sep-20,72,80
Nas,King's Disease,21-Aug-20,72,86
Laraaji,Sun Piano,17-Jul-20,72,0
Machine Gun Kelly,Tickets to My Downfall,25-Sep-20,72,78
Sufjan Stevens,Aporia,24-Mar-20,72,70
Hannah Georgas,All That Emotion,4-Sep-20,72,0
Purity Ring,Womb,3-Apr-20,72,79
Ariana Grande,Positions,30-Oct-20,72,77
Jónsi,Shiver,2-Oct-20,71,85
Big Sean,Detroit 2,4-Sep-20,71,83
Alanis Morissette,Such Pretty Forks in the Road,31-Jul-20,71,87
Will Butler,Generations,25-Sep-20,71,0
BlackPink,The Album,2-Oct-20,71,87
Bing & Ruth,Species,17-Jul-20,71,0
Diet Cig,Do You Wonder About Me?,1-May-20,71,77
Eels,Earth To Dora,30-Oct-20,71,79
Nicolas Godin,Concrete and Glass,24-Jan-20,71,0
Built to Spill,Plays the Songs of Daniel Johnston,12-Jun-20,71,0
Lee Ranaldo/Raül Refree,Names of North End Women,21-Feb-20,70,0
Moaning,Uneasy Laughter,20-Mar-20,70,0
Wolf Parade,Thin Mind,24-Jan-20,70,79
King Gizzard & the Lizard Wizard,Chunky Shrapnel [Live],22-May-20,70,80
Flat Worms,Antarctica,10-Apr-20,70,0
Deap Lips,Deap Lips,13-Mar-20,70,51
EOB,Earth,17-Apr-20,70,83
Pop Smoke,Shoot For The Stars Aim For The Moon,3-Jul-20,70,65
Poliça,When We Stay Alive,31-Jan-20,70,69
Whitney,Candid,14-Aug-20,70,0
Amnesia Scanner,Tearless,19-Jun-20,70,0
Future,High Off Life,15-May-20,70,74
Cut Copy,"Freeze, Melt",21-Aug-20,69,88
The 1975,Notes on a Conditional Form,22-May-20,69,69
Porches,Ricky Music,13-Mar-20,69,68
A Certain Ratio,ACR Loco,25-Sep-20,69,0
Yusuf,Tea for the Tillerman 2,18-Sep-20,69,80
Yung Lean,Starz,15-May-20,68,78
Ellis,Born Again,3-Apr-20,68,0
Nathaniel Rateliff,And It's Still Alright,14-Feb-20,68,87
La Roux,Supervision,7-Feb-20,68,69
Green Day,Father of All…,7-Feb-20,68,49
Annie,Dark Hearts,16-Oct-20,67,85
Teddy Thompson,Heartbreaker Please,29-May-20,67,0
Best Coast,Always Tomorrow,21-Feb-20,66,79
Various Artists,Angelheaded Hipster: The Songs of Marc Bolan & T. Rex,4-Sep-20,65,0
Mura Masa,R.Y.C.,17-Jan-20,65,66
Sam Smith,Love Goes,30-Oct-20,64,83
Eminem,Music To Be Murdered By,17-Jan-20,64,85
The Avett Brothers,The Third Gleam,28-Aug-20,64,0
Remo Drive,Portrait of an Ugly Man,26-Jun-20,64,0
Washed Out,Purple Noon,7-Aug-20,63,84
Caleb Landry Jones,The Mother Stone,1-May-20,63,90
Niall Horan,Heartbreak Weather,13-Mar-20,63,89
The Dears,Lovers Rock,15-May-20,63,76
Moby,All Visible Objects,15-May-20,62,67
Lil Wayne,Funeral,31-Jan-20,62,61
DaBaby,Blame It on Baby,17-Apr-20,62,45
Morrissey,I Am Not a Dog on a Chain,20-Mar-20,62,83
James Taylor,American Standard,28-Feb-20,60,85
John Legend,Bigger Love,19-Jun-20,59,71
Beach Slang,The Deadbeat Bang of Heartbreak City,10-Jan-20,59,45
Katy Perry,Smile,28-Aug-20,58,83
Justin Bieber,Changes,14-Feb-20,57,52
Diplo,Chapter 1: Snake Oil,29-May-20,46,33
