artist,album,date,meta_score,user_score
The Goon Sax,Up to Anything,"March 18, 2016",82,85
The James Hunter Six,Hold On!,"February 5, 2016",82,64
PUP,The  Dream Is Over,"May 27, 2016",82,85
Eluvium,False Readings On,"September 2, 2016",81,75
C Duncan,The Midnight Sun,"October 14, 2016",81,76
Modern Baseball,Holy Ghost,"May 13, 2016",81,77
ScHoolboy Q,Blank Face LP,"July 8, 2016",81,84
Miranda Lambert,The Weight of These Wings,"November 18, 2016",81,76
Kero Kero Bonito,Bonito Generation,"October 21, 2016",81,85
Eric Bachmann,Eric Bachmann,"March 25, 2016",81,49
S U R V I V E,RR7349,"September 30, 2016",81,78
Gregory Porter,Take Me to the Alley,"May 6, 2016",81,59
Steve Hauschildt,Strands,"October 28, 2016",81,0
Motion Graphics,Motion Graphics,"August 26, 2016",81,0
Kaytranada,99.9%,"May 6, 2016",81,85
The Range,Potential,"March 25, 2016",81,77
Steve Mason,Meet the Humans,"February 26, 2016",81,75
Russian Circles,Guidance,"August 5, 2016",81,82
Bombino,Azel,"April 1, 2016",81,76
Kevin Gates,Islah,"January 29, 2016",81,82
Hiss Golden Messenger,Heart like a Levee,"October 7, 2016",81,78
Cass McCombs,Mangy Love,"August 26, 2016",81,76
William Tyler,Modern Country,"June 3, 2016",81,0
Underworld,"Barbara Barbara, We Face a Shining Future","March 18, 2016",81,75
Opeth,Sorceress,"September 30, 2016",81,76
Cory Hanson,The Unborn Capitalist From Limbo,"November 11, 2016",81,0
Julia Jacklin,Don't Let the Kids Win,"October 7, 2016",81,79
The Handsome Family,Unseen,"September 16, 2016",81,71
Twin Atlantic,GLA,"September 9, 2016",81,70
Thalia Zedek,Eve,"August 19, 2016",81,0
65daysofstatic,No Man's Sky: Music for an Infinite Universe [Original Video Game Soundtrack],"August 5, 2016",81,85
Deftones,Gore,"April 8, 2016",81,80
The Coral,Distance Inbetween,"March 4, 2016",81,75
Swans,The Glowing Man,"June 17, 2016",81,86
Richmond Fontaine,You Can't Go Back if There's Nothing To Go Back To,"March 18, 2016",81,74
Thee Oh Sees,A  Weird Exits,"August 12, 2016",81,79
Eleanor Friedberger,New View,"January 22, 2016",81,77
Explosions in the Sky,The  Wilderness,"April 1, 2016",80,81
Teleman,Brilliant Sanity,"April 8, 2016",80,82
Niki and the Dove,Everybody's Heart Is Broken Now,"April 22, 2016",80,80
Tanya Tagaq,Retribution,"October 21, 2016",80,74
El Perro del Mar,KoKoro,"September 16, 2016",80,68
Jameszoo,Fool,"May 13, 2016",80,76
Kristin Hersh,Wyatt at the Coyote Palace,"November 11, 2016",80,0
Heron Oblivion,Heron Oblivion,"March 4, 2016",80,70
Death Grips,Bottomless Pit,"May 6, 2016",80,86
Junior Boys,Big Black Coat,"February 5, 2016",80,78
Charles Bradley,Changes,"April 1, 2016",80,81
D.D. Dumbo,Utopia Defeated,"October 14, 2016",80,79
Swet Shop Boys,Cashmere,"October 14, 2016",80,82
Ray LaMontagne,Ouroboros,"March 4, 2016",80,78
Beach Slang,A Loud Bash of Teenage Feelings,"September 23, 2016",80,71
Scott Walker,The Childhood of a Leader [OST],"August 19, 2016",80,0
Butch Walker,Stay Gold,"August 26, 2016",80,0
Hieroglyphic Being,The Disco's of Imhotep,"August 5, 2016",80,0
Isaiah Rashad,The Sun's Tirade,"September 2, 2016",80,83
Flatbush Zombies,3001: A Laced Odyssey,"March 11, 2016",80,79
AURORA,All My Demons Greeting Me as a Friend,"March 11, 2016",80,88
Harvey Mandel,Snake Pit,"November 18, 2016",80,0
Ian Hunter,Fingers Crossed,"September 16, 2016",80,70
Cymbals Eat Guitars,Pretty Years,"September 16, 2016",80,76
Waco Brothers,Going Down in History,"February 26, 2016",80,0
Suede,Night Thoughts,"January 22, 2016",80,81
Dinosaur Jr.,Give a Glimpse of What Yer Not,"August 5, 2016",80,81
Amber Arcades,Fading Lines,"June 3, 2016",80,83
NxWorries,Yes Lawd!,"October 21, 2016",80,83
Syd Arthur,Apricity,"October 21, 2016",80,68
Lisa Hannigan,At Swim,"August 19, 2016",80,86
Thao & the Get Down Stay Down,A Man Alive,"March 4, 2016",80,79
Black Tusk,Pillars of Ash,"January 29, 2016",80,73
Ryley Walker,Golden Sings That Have Been Sung,"August 19, 2016",80,68
D.R.A.M.,Big Baby D.R.A.M.,"October 21, 2016",80,78
Ben Watt,Fever Dream,"April 8, 2016",80,85
Jay Daniel,Broken Knowz,"November 25, 2016",80,0
Glenn Jones,Fleeting,"March 18, 2016",79,0
Forma,Physicalist,"September 23, 2016",79,0
patten,Psi,"September 16, 2016",79,0
Brian Eno,The Ship,"April 29, 2016",79,77
Deerhoof,The Magic,"June 24, 2016",79,78
Shura,Nothing's Real,"July 8, 2016",79,85
Brood Ma,Daze,"February 19, 2016",79,0
Martha,Blisters in the Pit of My Heart,"July 1, 2016",79,0
PJ Harvey,The Hope Six Demolition Project,"April 15, 2016",79,66
Laura Gibson,Empire Builder,"April 1, 2016",79,87
Joyce Manor,Cody,"October 7, 2016",79,73
Into It. Over It.,Standards,"March 11, 2016",79,73
King Creosote,Astronaut Meets Appleman,"September 2, 2016",79,0
Iggy Pop,Post Pop Depression,"March 18, 2016",79,79
Wilco,Schmilco,"September 9, 2016",79,78
Ash Koosha,I AKA I,"April 15, 2016",79,71
Sam Beam,Love Letter for Fire,"April 15, 2016",79,80
Meilyr Jones,2013,"March 18, 2016",79,62
Gold Panda,Good Luck and Do Your Best,"May 27, 2016",79,80
Lucy Dacus,No Burden,"April 1, 2016",79,80
Teenage Fanclub,Here,"September 9, 2016",79,78
Clark,The Last Panthers,"March 18, 2016",79,0
Against Me!,Shape Shift with Me,"September 16, 2016",79,74
Owen,The King of Whys,"July 29, 2016",79,0
Woods,City Sun Eater in the River of Light,"April 8, 2016",79,85
Thug Entrancer,Arcology,"March 4, 2016",79,0
Big Thief,Masterpiece,"May 27, 2016",79,86
The Monkees,Good Times!,"May 27, 2016",79,85
Mick Jenkins,The Healing Component,"September 23, 2016",79,75
Mothers,When You Walk a Long Distance You Are Tired,"February 26, 2016",79,80
Yak,Alas Salvation,"May 13, 2016",79,70
White Lung,Paradise,"May 6, 2016",79,78
Kaitlyn Aurelia Smith,"Frkwys, Vol. 13: Sunergy","September 16, 2016",79,0
Wussy,Forever Sounds,"March 4, 2016",79,63
Open Mike Eagle,Hella Personal Film Festival,"March 25, 2016",79,77
Hope Sandoval & the Warm Inventions,Until the Hunter,"November 4, 2016",79,81
Nicolas Jaar,Sirens,"September 30, 2016",79,80
Preoccupations,Preoccupations,"September 16, 2016",79,83
Field Music,Commontime,"February 5, 2016",79,85
La Femme,Mystère,"September 2, 2016",79,77
Max Graef,The Yard Work Simulator,"May 27, 2016",79,0
Carla dal Forno,You Know What It's Like,"October 28, 2016",79,0
Mark Pritchard,Under the Sun,"May 13, 2016",79,73
Sad13,Slugger,"November 11, 2016",79,68
LUH,Spiritual Songs For Lovers To Sing,"May 6, 2016",79,80
Gojira,Magma,"June 17, 2016",79,85
Kyle Craft,Dolls Of Highland,"April 29, 2016",79,76
Jóhann Jóhannsson,Orphée,"September 16, 2016",79,83
Elliott Smith,Heaven Adores You [Original Motion Picture Soundtrack],"February 5, 2016",79,0
The Orb,"COW / Chill Out, World!","October 14, 2016",78,0
Let's Eat Grandma,"I, Gemini","June 17, 2016",78,83
Tegan and Sara,Love You To Death,"June 3, 2016",78,82
Rokia Traoré,Né So,"February 12, 2016",78,0
Saul Williams,MartyrLoserKing,"January 29, 2016",78,76
Holy Fuck,Congrats,"May 27, 2016",78,86
Devin Townsend Project,Transcendence,"September 9, 2016",78,81
Okkervil River,Away,"September 9, 2016",78,83
Aoife O'Donovan,In the Magic Hour,"January 22, 2016",78,85
Jim James,Eternally Even,"November 4, 2016",78,80
The Field,The  Follower,"April 1, 2016",78,82
Cross Record,Wabi Sabi,"January 29, 2016",78,0
Wild Beasts,Boy King,"August 5, 2016",78,80
MONEY,Suicide Songs,"January 29, 2016",78,71
Katie Gately,Color,"October 14, 2016",78,86
Marching Church,Telling It Like It Is,"October 28, 2016",78,0
Bob Weir,Blue Mountain,"September 30, 2016",78,0
LVL UP,Return to Love,"September 23, 2016",78,75
Wire,Nocturnal Koreans,"April 22, 2016",78,66
Mudcrutch,2,"May 20, 2016",78,63
The Julie Ruin,Hit Reset,"July 8, 2016",78,83
Wolf People,Ruins,"November 11, 2016",78,0
Van der Graaf Generator,Do Not Disturb,"September 30, 2016",78,0
Jamie T,Trick,"September 2, 2016",78,79
Nonkeen,Oddments of the Gamble,"August 5, 2016",78,0
Nicolas Godin,Contrepoint,"April 22, 2016",78,0
Robert Pollard,Of Course You Are,"March 4, 2016",78,0
Turin Brakes,Lost Property,"January 29, 2016",78,0
Yorkston,Everything Sacred,"January 15, 2016",78,0
Brian Fallon,Painkillers,"March 11, 2016",78,83
Wye Oak,Tween,"August 5, 2016",78,78
James Blake,The Colour In Anything,"May 5, 2016",78,85
Jackmaster,DJ-Kicks,"July 8, 2016",78,0
Thrice,To Be Everywhere Is to Be Nowhere,"May 27, 2016",78,83
American Football,American Football (LP2),"October 21, 2016",78,77
Bat for Lashes,The Bride,"July 1, 2016",78,76
Raime,Tooth,"June 24, 2016",78,0
Devendra Banhart,Ape In Pink Marble,"September 23, 2016",78,69
"Eli ""Paperboy"" Reed",My Way Home,"June 10, 2016",78,0
American Wrestlers,Goodbye Terrible Youth,"November 4, 2016",78,0
Mount Moriah,How to Dance,"February 26, 2016",78,0
NOFX,First Ditch Effort,"October 7, 2016",78,73
Robert Glasper Experiment,ArtScience,"September 16, 2016",78,0
Frankie Cosmos,Next Thing,"April 1, 2016",78,86
Buddy Miller & Friends,Cayamo Sessions at Sea,"January 29, 2016",78,0
Róisín Murphy,Take Her Up to Monto,"July 8, 2016",77,82
The Jayhawks,Paging Mr. Proust,"April 29, 2016",77,81
Julianna Barwick,Will,"May 6, 2016",77,76
Bob Dylan,Fallen Angels,"May 20, 2016",77,72
Childish Gambino,"""Awaken, My Love!""","December 2, 2016",77,85
Ty Segall,Emotional Mugger,"January 22, 2016",77,80
E,E,"November 11, 2016",77,0
Pretenders,Alone,"October 21, 2016",77,77
Pinkshinyultrablast,Grandfeathered,"February 26, 2016",77,76
James Vincent McMorrow,We Move,"September 2, 2016",77,76
Margaret Glaspy,Emotions and Math,"June 17, 2016",77,0
Haley Bonar,Impossible Dream,"August 5, 2016",77,70
Ryuichi Sakamoto,The Revenant [Original Motion Picture Soundtrack],"January 15, 2016",77,79
So Pitted,Neo,"February 19, 2016",77,0
Emmy the Great,Second Love,"March 11, 2016",77,87
Loscil,Monument Builders,"November 11, 2016",77,0
David Crosby,Lighthouse,"October 21, 2016",77,0
Luke Haines,Smash the System,"October 7, 2016",77,0
Little Scream,Cult Following,"May 6, 2016",77,0
